Minutes,Torq (N-m),Km/h,Watts,Km,Cadence,Hrate,ID,Altitude (m)
22.2,0,26.0816,0,5.66218,0,154.111,0,498.2
22.2167,0,26.0856,0,5.6694,0,154,0,498.2
22.2333,0,26.0388,0,5.67673,0,154,0,498.2
22.25,0,25.992,0,5.68406,0,154,0,498.2
22.2667,0,25.9452,0,5.69139,0,154,0,498.2
22.2833,0,25.8984,0,5.69872,0,154,0,498.2
22.3,0,25.6599,0,5.70562,0,154.125,0,498.275
22.3167,0,25.4214,0,5.71251,0,154.25,0,498.35
22.3333,0,25.1829,0,5.71941,0,154.375,0,498.425
22.35,0,24.9444,0,5.7263,0,154.5,0,498.5
22.3667,0,24.7059,0,5.7332,0,154.625,0,498.575
22.3833,0,24.4674,0,5.7401,0,154.75,0,498.65
22.4,0,24.2289,0,5.74699,0,154.875,0,498.725
22.4167,0,23.9904,0,5.75389,0,155,0,498.8
22.4333,0,23.922,0,5.76039,0,155,0,499.2
22.45,0,23.2164,0,5.76676,0,155,0,499.6
22.4667,0,23.1048,0,5.77326,0,154,0,500.2
22.4833,0,22.7916,0,5.77957,0,155,0,500.6
22.5,0,22.5535,0,5.78567,0,155,0,500.6
22.5167,0,22.3154,0,5.79176,0,155,0,500.6
22.5333,0,22.0773,0,5.79786,0,155,0,500.6
22.55,0,21.8391,0,5.80396,0,155,0,500.6
22.5667,0,21.601,0,5.81006,0,155,0,500.6
22.5833,0,21.3629,0,5.81615,0,155,0,500.6
22.6,0,21.1248,0,5.82225,0,155,0,500.6
22.6167,0,21.1092,0,5.82816,0,155.333,0,500.733
22.6333,0,21.0936,0,5.83408,0,155.667,0,500.867
22.65,0,21.078,0,5.83999,0,156,0,501
22.6667,0,20.7144,0,5.84573,0,156,0,501.4
22.6833,0,20.6208,0,5.85168,0,156,0,501.8
22.7,0,20.3112,0,5.85773,0,156,0,502.2
22.7167,0,20.322,0,5.86345,0,156,0,502.8
22.7333,0,20.4617,0,5.8693,0,156,0,502.8
22.75,0,20.6014,0,5.87516,0,156,0,502.8
22.7667,0,20.741,0,5.88101,0,156,0,502.8
22.7833,0,20.8807,0,5.88687,0,156,0,502.8
22.8,0,21.0204,0,5.89272,0,156,0,502.8
22.8167,0,21.0303,0,5.89865,0,156,0,502.9
22.8333,0,21.0402,0,5.90458,0,156,0,503
22.85,0,21.0501,0,5.91051,0,156,0,503.1
22.8667,0,21.06,0,5.91644,0,156,0,503.2
22.8833,0,20.466,0,5.9224,0,156,0,503.6
22.9,0,21.1536,0,5.92849,0,156,0,504
22.9167,0,21.0672,0,5.93421,0,156,0,504.4
22.9333,0,20.7036,0,5.93988,0,156,0,504.8
22.95,0,20.7,0,5.94569,0,156,0,504.8
22.9667,0,20.6964,0,5.9515,0,156,0,504.8
22.9833,0,20.7968,0,5.95779,0,155.9,0,504.8
23,0,20.8973,0,5.96408,0,155.8,0,504.8
23.0167,0,20.9977,0,5.97037,0,155.7,0,504.8
23.0333,0,21.0982,0,5.97666,0,155.6,0,504.8
23.05,0,21.1986,0,5.98296,0,155.5,0,504.8
23.0667,0,21.299,0,5.98925,0,155.4,0,504.8
23.0833,0,21.3995,0,5.99554,0,155.3,0,504.8
23.1,0,21.4999,0,6.00183,0,155.2,0,504.8
23.1167,0,21.6004,0,6.00812,0,155.1,0,504.8
23.1333,0,21.7008,0,6.01441,0,155,0,504.8
23.15,0,21.9072,0,6.02063,0,155,0,504.933
23.1667,0,22.1136,0,6.02686,0,155,0,505.067
23.1833,0,22.32,0,6.03308,0,155,0,505.2
23.2,0,22.7268,0,6.0393,0,155,0,505.6
23.2167,0,22.788,0,6.04553,0,154,0,506
23.2333,0,23.0148,0,6.04876,0,154.5,0,506.2
23.25,0,23.2416,0,6.052,0,155,0,506.4
23.2667,0,23.7024,0,6.05857,0,154,0,506.8
23.2833,0,23.9283,0,6.06532,0,153.875,0,506.8
23.3,0,24.1542,0,6.07207,0,153.75,0,506.8
23.3167,0,24.3801,0,6.07883,0,153.625,0,506.8
23.3333,0,24.606,0,6.08558,0,153.5,0,506.8
23.35,0,24.8319,0,6.09233,0,153.375,0,506.8
23.3667,0,25.0578,0,6.09908,0,153.25,0,506.8
23.3833,0,25.2837,0,6.10584,0,153.125,0,506.8
23.4,0,25.5096,0,6.11259,0,153,0,506.8
23.4167,0,25.9857,0,6.12014,0,152.25,0,506.8
23.4333,0,26.4618,0,6.1277,0,151.5,0,506.8
23.45,0,26.9379,0,6.13525,0,150.75,0,506.8
23.4667,0,27.414,0,6.1428,0,150,0,506.8
23.4833,0,27.756,0,6.15083,0,149.8,0,506.8
23.5,0,28.098,0,6.15886,0,149.6,0,506.8
23.5167,0,28.44,0,6.1669,0,149.4,0,506.8
23.5333,0,28.782,0,6.17493,0,149.2,0,506.8
23.55,0,29.124,0,6.18296,0,149,0,506.8
23.5667,0,29.8152,0,6.19154,0,148.75,0,506.7
23.5833,0,30.5064,0,6.20012,0,148.5,0,506.6
23.6,0,31.1976,0,6.20869,0,148.25,0,506.5
23.6167,0,31.8888,0,6.21727,0,148,0,506.4
23.6333,0,31.8348,0,6.2261,0,147,0,506
23.65,0,32.7132,0,6.23529,0,147,0,505.6
23.6667,0,33.5124,0,6.24469,0,147,0,505.2
23.6833,0,34.0092,0,6.25416,0,147,0,504.8
23.7,0,34.344,0,6.26383,0,146.5,0,504.7
23.7167,0,34.6788,0,6.27351,0,146,0,504.6
23.7333,0,35.0136,0,6.28318,0,145.5,0,504.5
23.75,0,35.3484,0,6.29285,0,145,0,504.4
23.7667,0,35.244,0,6.30301,0,145,0,503.8
23.7833,0,36.4392,0,6.31327,0,144,0,503.4
23.8,0,36.8244,0,6.32336,0,144,0,503
23.8167,0,36.8568,0,6.33393,0,144,0,502.6
23.8333,0,36.8724,0,6.34417,0,143.667,0,502.6
23.85,0,36.888,0,6.35442,0,143.333,0,502.6
23.8667,0,36.9036,0,6.36466,0,143,0,502.6
23.8833,0,36.4896,0,6.37474,0,143,0,502.2
23.9,0,36.4824,0,6.38491,0,142,0,501.8
23.9167,0,35.6076,0,6.39474,0,142,0,501.4
23.9333,0,35.154,0,6.40436,0,142,0,501
23.95,0,35.5788,0,6.4141,0,141,0,500.6
23.9667,0,35.5356,0,6.42399,0,140.6,0,500.6
23.9833,0,35.4924,0,6.43388,0,140.2,0,500.6
24,0,35.4492,0,6.44378,0,139.8,0,500.6
24.0167,0,35.406,0,6.45367,0,139.4,0,500.6
24.0333,0,35.3628,0,6.46356,0,139,0,500.6
24.05,0,35.2818,0,6.47325,0,138.25,0,500.6
24.0667,0,35.2008,0,6.48293,0,137.5,0,500.6
24.0833,0,35.1198,0,6.49262,0,136.75,0,500.6
24.1,0,35.0388,0,6.50231,0,136,0,500.6
24.1167,0,34.6793,0,6.51163,0,135.714,0,500.6
24.1333,0,34.3198,0,6.52095,0,135.429,0,500.6
24.15,0,33.9603,0,6.53027,0,135.143,0,500.6
24.1667,0,33.6009,0,6.5396,0,134.857,0,500.6
24.1833,0,33.2414,0,6.54892,0,134.571,0,500.6
24.2,0,32.8819,0,6.55824,0,134.286,0,500.6
24.2167,0,32.5224,0,6.56756,0,134,0,500.6
24.2333,0,32.2398,0,6.57609,0,134.25,0,500.6
24.25,0,31.9572,0,6.58462,0,134.5,0,500.6
24.2667,0,31.6746,0,6.59315,0,134.75,0,500.6
24.2833,0,31.392,0,6.60168,0,135,0,500.6
24.3,0,31.1094,0,6.61022,0,135.25,0,500.6
24.3167,0,30.8268,0,6.61875,0,135.5,0,500.6
24.3333,0,30.5442,0,6.62728,0,135.75,0,500.6
24.35,0,30.2616,0,6.63581,0,136,0,500.6
24.3667,0,30.3359,0,6.64421,0,136.125,0,500.6
24.3833,0,30.4101,0,6.65261,0,136.25,0,500.6
24.4,0,30.4844,0,6.66102,0,136.375,0,500.6
24.4167,0,30.5586,0,6.66942,0,136.5,0,500.6
24.4333,0,30.6329,0,6.67782,0,136.625,0,500.6
24.45,0,30.7071,0,6.68623,0,136.75,0,500.6
24.4667,0,30.7814,0,6.69463,0,136.875,0,500.6
24.4833,0,30.8556,0,6.70303,0,137,0,500.6
24.5,0,30.8862,0,6.71158,0,137,0,500.6
24.5167,0,30.9168,0,6.72014,0,137,0,500.6
24.5333,0,31.1418,0,6.72883,0,137,0,500.4
24.55,0,31.3668,0,6.73752,0,137,0,500.2
24.5667,0,31.3416,0,6.74648,0,138,0,499.8
24.5833,0,31.896,0,6.75525,0,138,0,499.4
24.6,0,31.77,0,6.7642,0,138,0,499
24.6167,0,31.3452,0,6.77288,0,138,0,498.6
24.6333,0,31.3452,0,6.78163,0,138.6,0,498.6
24.65,0,31.3452,0,6.79038,0,139.2,0,498.6
24.6667,0,31.3452,0,6.79914,0,139.8,0,498.6
24.6833,0,31.3452,0,6.80789,0,140.4,0,498.6
24.7,0,31.3452,0,6.81664,0,141,0,498.6
24.7167,0,30.006,0,6.82434,0,140.714,0,498.6
24.7333,0,28.6668,0,6.83205,0,140.429,0,498.6
24.75,0,27.3276,0,6.83975,0,140.143,0,498.6
24.7667,0,25.9884,0,6.84745,0,139.857,0,498.6
24.7833,0,24.6492,0,6.85515,0,139.571,0,498.6
24.8,0,23.31,0,6.86286,0,139.286,0,498.6
24.8167,0,21.9708,0,6.87056,0,139,0,498.6
24.8333,0,18.9018,0,6.87489,0,138,0,498.6
24.85,0,15.8328,0,6.87922,0,137,0,498.6
24.8667,0,14.8212,0,6.88349,0,134,0,498.2
24.8833,0,17.7228,0,6.88887,0,133,0,497.6
24.9,0,16.29,0,6.89324,0,131,0,497.2
24.9167,0,18.5256,0,6.89822,0,129,0,496.8
24.9333,0,20.7792,0,6.90406,0,129,0,496.4
24.95,0,19.1304,0,6.91006,0,128,0,496.4
24.9667,0,19.224,0,6.91534,0,127,0,496.4
24.9833,0,18.8604,0,6.92064,0,127,0,496.4
25,0,18.4968,0,6.92595,0,127,0,496.4
25.0167,0,18.1332,0,6.93125,0,127,0,496.4
25.0333,0,17.7696,0,6.93655,0,127,0,496.4
25.05,0,17.2116,0,6.94122,0,126,0,496.8
25.0667,0,16.8012,0,6.94586,0,126,0,497.2
25.0833,0,16.8156,0,6.95058,0,126,0,497.6
25.1,0,16.0956,0,6.95491,0,126.5,0,498
25.1167,0,15.3756,0,6.95923,0,127,0,498.4
25.1333,0,15.36,0,6.96348,0,128,0,498.4
25.15,0,15.3444,0,6.96774,0,129,0,498.4
25.1667,0,15.3288,0,6.97199,0,130,0,498.4
25.1833,0,15.7368,0,6.97653,0,130.5,0,498.4
25.2,0,16.1448,0,6.98107,0,131,0,498.4
25.2167,0,16.5528,0,6.9856,0,131.5,0,498.4
25.2333,0,16.9608,0,6.99014,0,132,0,498.4
25.25,0,17.3688,0,6.99468,0,132.5,0,498.4
25.2667,0,17.7768,0,6.99922,0,133,0,498.4
25.2833,0,18.8082,0,7.0045,0,133.5,0,498.4
25.3,0,19.8396,0,7.00978,0,134,0,498.4
25.3167,0,21.024,0,7.01642,0,134,0,498.4
25.3333,0,22.2084,0,7.02307,0,134,0,498.4
25.35,0,23.3928,0,7.02971,0,134,0,498.4
25.3667,0,24.5772,0,7.03636,0,134,0,498.4
25.3833,0,25.7616,0,7.043,0,134,0,498.4
25.4,0,26.946,0,7.04965,0,134,0,498.4
25.4167,0,27.6398,0,7.05805,0,134.143,0,498.4
25.4333,0,28.3335,0,7.06646,0,134.286,0,498.4
25.45,0,29.0273,0,7.07486,0,134.429,0,498.4
25.4667,0,29.7211,0,7.08327,0,134.571,0,498.4
25.4833,0,30.4149,0,7.09167,0,134.714,0,498.4
25.5,0,31.1086,0,7.10008,0,134.857,0,498.4
25.5167,0,31.8024,0,7.10848,0,135,0,498.4
25.5333,0,32.3424,0,7.11803,0,135,0,498.343
25.55,0,32.8824,0,7.12758,0,135,0,498.286
25.5667,0,33.4224,0,7.13713,0,135,0,498.229
25.5833,0,33.9624,0,7.14669,0,135,0,498.171
25.6,0,34.5024,0,7.15624,0,135,0,498.114
25.6167,0,35.0424,0,7.16579,0,135,0,498.057
25.6333,0,35.5824,0,7.17534,0,135,0,498
25.65,0,36.396,0,7.18563,0,136,0,497.6
25.6667,0,36.0612,0,7.19571,0,136,0,497.2
25.6833,0,36,0,7.20592,0,136,0,496.6
25.7,0,36.3888,0,7.21625,0,136,0,496.2
25.7167,0,36.7947,0,7.2267,0,136,0,496.1
25.7333,0,37.2006,0,7.23716,0,136,0,496
25.75,0,37.6065,0,7.24761,0,136,0,495.9
25.7667,0,38.0124,0,7.25807,0,136,0,495.8
25.7833,0,38.8008,0,7.26882,0,136,0,495.4
25.8,0,39.24,0,7.27986,0,137,0,494.8
25.8167,0,39.1212,0,7.29089,0,137,0,494.4
25.8333,0,39.006,0,7.30183,0,137,0,494
25.85,0,38.7168,0,7.31256,0,137.167,0,494
25.8667,0,38.4276,0,7.32329,0,137.333,0,494
25.8833,0,38.1384,0,7.33401,0,137.5,0,494
25.9,0,37.8492,0,7.34474,0,137.667,0,494
25.9167,0,37.56,0,7.35547,0,137.833,0,494
25.9333,0,37.2708,0,7.3662,0,138,0,494
25.95,0,36.4176,0,7.37613,0,138.5,0,493.8
25.9667,0,35.5644,0,7.38607,0,139,0,493.6
25.9833,0,34.5384,0,7.39562,0,139,0,493.2
26,0,33.7788,0,7.40491,0,139,0,492.8
26.0167,0,32.1156,0,7.41381,0,139,0,492.4
26.0333,0,29.394,0,7.42221,0,139,0,492
26.05,0,28.9282,0,7.42974,0,139,0,492.08
26.0667,0,28.4623,0,7.43726,0,139,0,492.16
26.0833,0,27.9965,0,7.44479,0,139,0,492.24
26.1,0,27.5306,0,7.45231,0,139,0,492.32
26.1167,0,27.0648,0,7.45984,0,139,0,492.4
26.1333,0,25.4124,0,7.46668,0,139,0,492.8
26.15,0,24.0336,0,7.47308,0,139,0,493.2
26.1667,0,22.1076,0,7.47914,0,139,0,493.6
26.1833,0,20.9988,0,7.48509,0,139,0,494
26.2,0,20.3184,0,7.4905,0,138.667,0,494.133
26.2167,0,19.638,0,7.49591,0,138.333,0,494.267
26.2333,0,18.9576,0,7.50132,0,138,0,494.4
26.25,0,18.4788,0,7.50631,0,138,0,494.8
26.2667,0,18.3636,0,7.51152,0,138,0,495.4
26.2833,0,17.9676,0,7.51637,0,139,0,495.8
26.3,0,17.8596,0,7.52145,0,139,0,496.2
26.3167,0,18.0156,0,7.52627,0,139.333,0,496.2
26.3333,0,18.1716,0,7.5311,0,139.667,0,496.2
26.35,0,18.3276,0,7.53592,0,140,0,496.2
26.3667,0,18.4836,0,7.54074,0,140.333,0,496.2
26.3833,0,18.6396,0,7.54557,0,140.667,0,496.2
26.4,0,18.7956,0,7.55039,0,141,0,496.2
26.4167,0,18.7366,0,7.55537,0,141.2,0,496.28
26.4333,0,18.6775,0,7.56034,0,141.4,0,496.36
26.45,0,18.6185,0,7.56532,0,141.6,0,496.44
26.4667,0,18.5594,0,7.57029,0,141.8,0,496.52
26.4833,0,18.5004,0,7.57527,0,142,0,496.6
26.5,0,18.5112,0,7.58024,0,143,0,497
26.5167,0,17.6508,0,7.58528,0,143,0,497.4
26.5333,0,17.1216,0,7.59008,0,143,0,497.8
26.55,0,17.6004,0,7.59485,0,144,0,498.2
26.5667,0,17.7066,0,7.59992,0,144.333,0,498.2
26.5833,0,17.8128,0,7.60499,0,144.667,0,498.2
26.6,0,17.919,0,7.61006,0,145,0,498.2
26.6167,0,18.0252,0,7.61513,0,145.333,0,498.2
26.6333,0,18.1314,0,7.6202,0,145.667,0,498.2
26.65,0,18.2376,0,7.62527,0,146,0,498.2
26.6667,0,18.6228,0,7.63044,0,146,0,498.8
26.6833,0,19.422,0,7.63609,0,146,0,499.2
26.7,0,19.3212,0,7.64111,0,146,0,499.6
26.7167,0,18.1944,0,7.64643,0,147,0,500
26.7333,0,19.0044,0,7.65187,0,147,0,500.4
26.75,0,18.1026,0,7.65684,0,146.5,0,500.4
26.7667,0,17.2008,0,7.6618,0,146,0,500.4
26.7833,0,17.622,0,7.66678,0,147,0,500.4
26.8,0,17.6454,0,7.67186,0,146.833,0,500.467
26.8167,0,17.6688,0,7.67694,0,146.667,0,500.533
26.8333,0,17.6922,0,7.68202,0,146.5,0,500.6
26.85,0,17.7156,0,7.68711,0,146.333,0,500.667
26.8667,0,17.739,0,7.69219,0,146.167,0,500.733
26.8833,0,17.7624,0,7.69727,0,146,0,500.8
26.9,0,17.6472,0,7.7024,0,146,0,501.2
26.9167,0,17.5536,0,7.70733,0,145,0,501.6
26.9333,0,17.46,0,7.71227,0,145,0,502
26.95,0,18.4212,0,7.71771,0,145,0,502.4
26.9667,0,18.3806,0,7.72273,0,145.143,0,502.4
26.9833,0,18.3399,0,7.72775,0,145.286,0,502.4
27,0,18.2993,0,7.73277,0,145.429,0,502.4
27.0167,0,18.2587,0,7.73778,0,145.571,0,502.4
27.0333,0,18.2181,0,7.7428,0,145.714,0,502.4
27.05,0,18.1774,0,7.74782,0,145.857,0,502.4
27.0667,0,18.1368,0,7.75284,0,146,0,502.4
27.0833,0,18.1728,0,7.75841,0,147,0,502.8
27.1,0,17.5788,0,7.7637,0,147,0,503.2
27.1167,0,18.1584,0,7.76904,0,147,0,503.6
27.1333,0,17.5248,0,7.77427,0,147,0,504
27.15,0,17.8488,0,7.77966,0,147,0,504.4
27.1667,0,17.844,0,7.78479,0,147,0,504.4
27.1833,0,17.8392,0,7.78991,0,147,0,504.4
27.2,0,17.8344,0,7.79504,0,147,0,504.4
27.2167,0,17.7268,0,7.79974,0,147,0,504.4
27.2333,0,17.6192,0,7.80443,0,147,0,504.4
27.25,0,17.5116,0,7.80913,0,147,0,504.4
27.2667,0,17.404,0,7.81383,0,147,0,504.4
27.2833,0,17.2964,0,7.81852,0,147,0,504.4
27.3,0,17.1888,0,7.82322,0,147,0,504.4
27.3167,0,17.0812,0,7.82792,0,147,0,504.4
27.3333,0,16.9736,0,7.83261,0,147,0,504.4
27.35,0,16.866,0,7.83731,0,147,0,504.4
27.3667,0,16.344,0,7.84201,0,147,0,504.8
27.3833,0,16.47,0,7.8468,0,146,0,505.2
27.4,0,15.7968,0,7.85118,0,146,0,505.6
27.4167,0,15.8688,0,7.85549,0,145,0,506
27.4333,0,16.2864,0,7.85997,0,145,0,506.6
27.45,0,16.277,0,7.86442,0,144.6,0,506.6
27.4667,0,16.2677,0,7.86887,0,144.2,0,506.6
27.4833,0,16.2583,0,7.87331,0,143.8,0,506.6
27.5,0,16.249,0,7.87776,0,143.4,0,506.6
27.5167,0,16.2396,0,7.88221,0,143,0,506.6
27.5333,0,15.5454,0,7.88622,0,142.5,0,506.667
27.55,0,14.8512,0,7.89022,0,142,0,506.733
27.5667,0,14.157,0,7.89423,0,141.5,0,506.8
27.5833,0,13.4628,0,7.89824,0,141,0,506.867
27.6,0,12.7686,0,7.90224,0,140.5,0,506.933
27.6167,0,12.0744,0,7.90625,0,140,0,507
27.6333,0,12.5388,0,7.90989,0,139,0,507.4
27.65,0,13.4316,0,7.9139,0,139,0,507.8
27.6667,0,14.0508,0,7.91792,0,139,0,508.2
27.6833,0,15.1884,0,7.92226,0,138,0,508.6
27.7,0,15.6,0,7.9269,0,137.667,0,508.6
27.7167,0,16.0116,0,7.93153,0,137.333,0,508.6
27.7333,0,16.4232,0,7.93617,0,137,0,508.6
27.75,0,16.1244,0,7.94069,0,137,0,508.6
27.8667,0,0,0,7.94069,0,138,0,508.6
27.8833,0,15.3864,0,7.98054,0,138,0,509
27.9167,0,16.29,0,7.98519,0,138,0,509.4
27.9333,0,16.3044,0,7.98986,0,139,0,509.8
27.95,0,15.7212,0,7.99417,0,139,0,510.2
27.9667,0,16.1136,0,7.99886,0,139,0,510.6
27.9833,0,15.5525,0,8.00291,0,139.125,0,510.6
28,0,14.9913,0,8.00695,0,139.25,0,510.6
28.0167,0,14.4302,0,8.01099,0,139.375,0,510.6
28.0333,0,13.869,0,8.01504,0,139.5,0,510.6
28.05,0,13.3079,0,8.01908,0,139.625,0,510.6
28.0667,0,12.7467,0,8.02313,0,139.75,0,510.6
28.0833,0,12.1855,0,8.02717,0,139.875,0,510.6
28.1,0,11.6244,0,8.03122,0,140,0,510.6
28.1167,0,10.4868,0,8.03366,0,139,0,510.6
28.1333,0,9.3492,0,8.03609,0,138,0,510.6
28.15,0,8.2116,0,8.03853,0,137,0,510.6
28.1667,0,7.8948,0,8.04041,0,135.667,0,510.6
28.1833,0,7.578,0,8.0423,0,134.333,0,510.6
28.2,0,7.2612,0,8.04418,0,133,0,510.6
28.2167,0,7.8354,0,8.04654,0,131,0,510.6
28.2333,0,8.4096,0,8.0489,0,129,0,510.6
28.25,0,8.9208,0,8.05145,0,128,0,511
28.2667,0,9.9144,0,8.05425,0,128,0,511.6
28.2833,0,11.0304,0,8.05742,0,126,0,512
28.3,0,11.5596,0,8.06058,0,126,0,512.4
28.3167,0,12.0996,0,8.06417,0,125,0,512.8
28.3333,0,12.5843,0,8.06817,0,124.75,0,512.8
28.35,0,13.0689,0,8.07217,0,124.5,0,512.8
28.3667,0,13.5536,0,8.07617,0,124.25,0,512.8
28.3833,0,14.0382,0,8.08018,0,124,0,512.8
28.4,0,14.5229,0,8.08418,0,123.75,0,512.8
28.4167,0,15.0075,0,8.08818,0,123.5,0,512.8
28.4333,0,15.4922,0,8.09218,0,123.25,0,512.8
28.45,0,15.9768,0,8.09618,0,123,0,512.8
28.4667,0,15.6969,0,8.10036,0,122.625,0,512.8
28.4833,0,15.417,0,8.10454,0,122.25,0,512.8
28.5,0,15.1371,0,8.10872,0,121.875,0,512.8
28.5167,0,14.8572,0,8.1129,0,121.5,0,512.8
28.5333,0,14.5773,0,8.11708,0,121.125,0,512.8
28.55,0,14.2974,0,8.12126,0,120.75,0,512.8
28.5667,0,14.0175,0,8.12544,0,120.375,0,512.8
28.5833,0,13.7376,0,8.12962,0,120,0,512.8
28.6,0,13.374,0,8.13323,0,118,0,512.8
28.6167,0,13.0104,0,8.13684,0,116,0,512.8
28.6333,0,12.3876,0,8.14048,0,114,0,512.8
28.65,0,11.7648,0,8.14413,0,112,0,512.8
28.6667,0,11.6652,0,8.14761,0,111,0,512.8
28.6833,0,11.5656,0,8.15108,0,110,0,512.8
28.7,0,11.466,0,8.15456,0,109,0,512.8
28.7167,0,11.1744,0,8.15771,0,108,0,512.8
28.7333,0,11.0934,0,8.16066,0,105,0,512.8
28.75,0,11.0124,0,8.1636,0,102,0,512.8
28.7667,0,10.7766,0,8.16662,0,100,0,512.8
28.7833,0,10.5408,0,8.16965,0,98,0,512.8
28.8,0,10.4652,0,8.17256,0,95,0,512.8
28.8167,0,10.0332,0,8.17534,0,95,0,512.8
28.8333,0,10.0224,0,8.1779,0,93,0,512.8
28.85,0,10.0116,0,8.18046,0,91,0,512.8
28.8667,0,10.026,0,8.18318,0,90,0,512.8
28.8833,0,10.0404,0,8.18589,0,89,0,512.8
28.9,0,10.0548,0,8.18861,0,88,0,512.8
28.9167,0,10.8036,0,8.19162,0,84,0,512.8
28.9333,0,10.782,0,8.19461,0,82.6667,0,512.8
28.95,0,10.7604,0,8.19761,0,81.3333,0,512.8
28.9667,0,10.7388,0,8.2006,0,80,0,512.8
28.9833,0,9.4932,0,8.20292,0,79,0,512.8
29,0,9.8784,0,8.20614,0,78.4,0,512.8
29.0167,0,10.2636,0,8.20936,0,77.8,0,512.8
29.0333,0,10.6488,0,8.21257,0,77.2,0,512.8
29.05,0,11.034,0,8.21579,0,76.6,0,512.8
29.0667,0,11.4192,0,8.21901,0,76,0,512.8
29.0833,0,11.0412,0,8.22226,0,75,0,512.8
29.1,0,11.3755,0,8.22574,0,74.5714,0,512.8
29.1167,0,11.7098,0,8.22922,0,74.1429,0,512.8
29.1333,0,12.0441,0,8.2327,0,73.7143,0,512.8
29.15,0,12.3783,0,8.23618,0,73.2857,0,512.8
29.1667,0,12.7126,0,8.23966,0,72.8571,0,512.8
29.1833,0,13.0469,0,8.24314,0,72.4286,0,512.8
29.2,0,13.3812,0,8.24662,0,72,0,512.8
29.2167,0,13.7628,0,8.25049,0,71.5,0,512.8
29.2333,0,14.1444,0,8.25435,0,71,0,512.8
29.25,0,14.7888,0,8.2588,0,72.6667,0,512.8
29.2667,0,15.4332,0,8.26326,0,74.3333,0,512.8
29.2833,0,16.0776,0,8.26771,0,76,0,512.8
29.3,0,16.56,0,8.27238,0,78,0,512.8
29.3167,0,17.0424,0,8.27705,0,80,0,512.8
29.3333,0,17.3916,0,8.28188,0,82,0,512.8
29.35,0,17.7055,0,8.28698,0,81.4,0,512.8
29.3667,0,18.0194,0,8.29208,0,80.8,0,512.8
29.3833,0,18.3334,0,8.29719,0,80.2,0,512.8
29.4,0,18.6473,0,8.30229,0,79.6,0,512.8
29.4167,0,18.9612,0,8.30739,0,79,0,512.8
29.4333,0,20.5584,0,8.31363,0,79.6667,0,512.8
29.45,0,22.1556,0,8.31987,0,80.3333,0,512.8
29.4667,0,23.7528,0,8.32611,0,81,0,512.8
29.4833,0,24.6726,0,8.3331,0,83,0,512.8
29.5,0,25.5924,0,8.34008,0,85,0,512.8
29.5167,0,27.036,0,8.34767,0,86,0,512.4
29.5333,0,27.396,0,8.35532,0,89,0,512
29.55,0,29.5416,0,8.36359,0,90,0,511.6
29.5667,0,30.8844,0,8.37254,0,91,0,511.2
29.5833,0,31.0032,0,8.38112,0,93,0,510.8
29.6,0,31.6971,0,8.39027,0,92.75,0,510.65
29.6167,0,32.391,0,8.39943,0,92.5,0,510.5
29.6333,0,33.0849,0,8.40858,0,92.25,0,510.35
29.65,0,33.7788,0,8.41773,0,92,0,510.2
29.6667,0,33.7716,0,8.42676,0,89,0,509.8
29.6833,0,31.7916,0,8.43548,0,88,0,509.2
29.7,0,31.8348,0,8.44388,0,87,0,508.8
29.7167,0,32.8716,0,8.45356,0,87,0,508.2
29.7333,0,34.0848,0,8.46365,0,86,0,507.6
29.75,0,35.4456,0,8.47391,0,86,0,507.2
29.7667,0,36.7884,0,8.48424,0,86,0,506.6
29.7833,0,36.8136,0,8.49459,0,86,0,506
29.8,0,38.1888,0,8.50521,0,87,0,505.4
29.8167,0,38.322,0,8.51625,0,87,0,504.8
29.8333,0,38.7864,0,8.52673,0,86,0,504.2
29.85,0,40.2984,0,8.53816,0,85,0,503.6
29.8667,0,41.2596,0,8.54975,0,84,0,502.8
29.8833,0,42.1236,0,8.56334,0,82,0,502.2
29.9,0,42.2172,0,8.57351,0,82,0,501.4
29.9167,0,43.2144,0,8.5854,0,80,0,500.6
29.9333,0,42.3108,0,8.59721,0,80,0,499.8
29.95,0,43.6032,0,8.60968,0,80,0,499
29.9667,0,43.5096,0,8.62198,0,80,0,498.2
29.9833,0,43.6536,0,8.63403,0,80,0,497.4
30,0,44.5104,0,8.64627,0,80,0,496.8
30.0167,0,44.082,0,8.65861,0,79,0,496
30.0333,0,44.0172,0,8.67051,0,79,0,495.4
30.05,0,44.4672,0,8.68312,0,79,0,494.6
30.0667,0,42.9264,0,8.69501,0,79,0,494
30.0833,0,44.2224,0,8.70726,0,79,0,493.2
30.1,0,44.3052,0,8.72014,0,79,0,492.6
30.1167,0,44.3304,0,8.73222,0,78,0,492
30.1333,0,44.4636,0,8.7449,0,77,0,491.4
30.15,0,44.1432,0,8.75736,0,76,0,490.8
30.1667,0,44.7912,0,8.77002,0,75,0,490.2
30.1833,0,44.7732,0,8.78234,0,73,0,489.6
30.2,0,44.856,0,8.79493,0,73,0,489
30.2167,0,44.8596,0,8.80741,0,73,0,488.4
30.2333,0,44.8128,0,8.81953,0,73,0,487.8
30.25,0,44.6796,0,8.83212,0,74,0,487.2
30.2667,0,45.1836,0,8.84469,0,75,0,486.4
30.2833,0,45.2736,0,8.85707,0,77,0,485.8
